"";"x"
"1666";-98,335
"1667";-98,334
"1668";-98,333
"1669";-98,332
"1670";-98,331
"1671";-98,33
"1672";-98,329
"1673";-98,328
"1674";-98,327
"1675";-98,326
"1676";-98,325
"1677";-98,324
"1678";-98,323
"1679";-98,322
"1680";-98,321
"1681";-98,32
"1682";-98,319
"1683";-98,318
"1684";-98,317
"1685";-98,316
"1686";-98,315
"1687";-98,314
"1688";-98,313
"1689";-98,312
"1690";-98,311
"1691";-98,31
"1692";-98,309
"1693";-98,308
"1694";-98,307
"1695";-98,306
"1696";-98,305
"1697";-98,304
"1698";-98,303
"1699";-98,302
"1700";-98,301
"1701";-98,3
"1702";-98,299
"1703";-98,298
"1704";-98,297
"1705";-98,296
"1706";-98,295
"1707";-98,294
"1708";-98,293
"1709";-98,292
"1710";-98,291
"1711";-98,29
"1712";-98,289
"1713";-98,288
"1714";-98,287
"1715";-98,286
"1716";-98,285
"1717";-98,284
"1718";-98,283
"1719";-98,282
"1720";-98,281
"1721";-98,28
"1722";-98,279
"1723";-98,278
"1724";-98,277
"1725";-98,276
"1726";-98,275
"1727";-98,274
"1728";-98,273
"1729";-98,272
"1730";-98,271
"1731";-98,27
"1732";-98,269
"1733";-98,268
"1734";-98,267
"1735";-98,266
"1736";-98,265
"1737";-98,264
"1738";-98,263
"1739";-98,262
"1740";-98,261
"1741";-98,26
"1742";-98,259
"1743";-98,258
"1744";-98,257
"1745";-98,256
"1746";-98,255
"1747";-98,254
"1748";-98,253
"1749";-98,252
"1750";-98,251
"1751";-98,25
"1752";-98,249
"1753";-98,248
"1754";-98,247
"1755";-98,246
"1756";-98,245
"1757";-98,244
"1758";-98,243
"1759";-98,242
"1760";-98,241
"1761";-98,24
"1762";-98,239
"1763";-98,238
"1764";-98,237
"1765";-98,236
"1766";-98,235
"1767";-98,234
"1768";-98,233
"1769";-98,232
"1770";-98,231
"1771";-98,23
"1772";-98,229
"1773";-98,228
"1774";-98,227
"1775";-98,226
"1776";-98,225
"1777";-98,224
"1778";-98,223
"1779";-98,222
"1780";-98,221
"1781";-98,22
"1782";-98,219
"1783";-98,218
"1784";-98,217
"1785";-98,216
"1786";-98,215
"1787";-98,214
"1788";-98,213
"1789";-98,212
"1790";-98,211
"1791";-98,21
"1792";-98,209
"1793";-98,208
"1794";-98,207
"1795";-98,206
"1796";-98,205
"1797";-98,204
"1798";-98,203
"1799";-98,202
"1800";-98,201
"1801";-98,2
"1802";-98,199
"1803";-98,198
"1804";-98,197
"1805";-98,196
"1806";-98,195
"1807";-98,194
"1808";-98,193
"1809";-98,192
"1810";-98,191
"1811";-98,19
"1812";-98,189
"1813";-98,188
"1814";-98,187
"1815";-98,186
"1816";-98,185
"1817";-98,184
"1818";-98,183
"1819";-98,182
"1820";-98,181
"1821";-98,18
"1822";-98,179
"1823";-98,178
"1824";-98,177
"1825";-98,176
"1826";-98,175
"1827";-98,174
"1828";-98,173
"1829";-98,172
"1830";-98,171
"1831";-98,17
"1832";-98,169
"1833";-98,168
"1834";-98,167
"1835";-98,166
"1836";-98,165
"1837";-98,164
"1838";-98,163
"1839";-98,162
"1840";-98,161
"1841";-98,16
"1842";-98,159
"1843";-98,158
"1844";-98,157
"1845";-98,156
"1846";-98,155
"1847";-98,154
"1848";-98,153
"1849";-98,152
"1850";-98,151
"1851";-98,15
"1852";-98,149
"1853";-98,148
"1854";-98,147
"1855";-98,146
"1856";-98,145
"1857";-98,144
"1858";-98,143
"1859";-98,142
"1860";-98,141
"1861";-98,14
"1862";-98,139
"1863";-98,138
"1864";-98,137
"1865";-98,136
"1866";-98,135
"1867";-98,134
"1868";-98,133
"1869";-98,132
"1870";-98,131
"1871";-98,13
"1872";-98,129
"1873";-98,128
"1874";-98,127
"1875";-98,126
"1876";-98,125
"1877";-98,124
"1878";-98,123
"1879";-98,122
"1880";-98,121
"1881";-98,12
"1882";-98,119
"1883";-98,118
"1884";-98,117
"1885";-98,116
"1886";-98,115
"1887";-98,114
"1888";-98,113
"1889";-98,112
"1890";-98,111
"1891";-98,11
"1892";-98,109
"1893";-98,108
"1894";-98,107
"1895";-98,106
"1896";-98,105
"1897";-98,104
"1898";-98,103
"1899";-98,102
"1900";-98,101
"1901";-98,1
"1902";-98,099
"1903";-98,098
"1904";-98,097
"1905";-98,096
"1906";-98,095
"1907";-98,094
"1908";-98,093
"1909";-98,092
"1910";-98,091
"1911";-98,09
"1912";-98,089
"1913";-98,088
"1914";-98,087
"1915";-98,086
"1916";-98,085
"1917";-98,084
"1918";-98,083
"1919";-98,082
"1920";-98,081
"1921";-98,08
"1922";-98,079
"1923";-98,078
"1924";-98,077
"1925";-98,076
"1926";-98,075
"1927";-98,074
"1928";-98,073
"1929";-98,072
"1930";-98,071
"1931";-98,07
"1932";-98,069
"1933";-98,068
"1934";-98,067
"1935";-98,066
"1936";-98,065
"1937";-98,064
"1938";-98,063
"1939";-98,062
"1940";-98,061
"1941";-98,06
"1942";-98,059
"1943";-98,058
"1944";-98,057
"1945";-98,056
"1946";-98,055
"1947";-98,054
"1948";-98,053
"1949";-98,052
"1950";-98,051
"1951";-98,05
"1952";-98,049
"1953";-98,048
"1954";-98,047
"1955";-98,046
"1956";-98,045
"1957";-98,044
"1958";-98,043
"1959";-98,042
"1960";-98,041
"1961";-98,04
"1962";-98,039
"1963";-98,038
"1964";-98,037
"1965";-98,036
"1966";-98,035
"1967";-98,034
"1968";-98,033
"1969";-98,032
"1970";-98,031
"1971";-98,03
"1972";-98,029
"1973";-98,028
"1974";-98,027
"1975";-98,026
"1976";-98,025
"1977";-98,024
"1978";-98,023
"1979";-98,022
"1980";-98,021
"1981";-98,02
"1982";-98,019
"1983";-98,018
"1984";-98,017
"1985";-98,016
"1986";-98,015
"1987";-98,014
"1988";-98,013
"1989";-98,012
"1990";-98,011
"1991";-98,01
"1992";-98,009
"1993";-98,008
"1994";-98,007
"1995";-98,006
"1996";-98,005
"1997";-98,004
"1998";-98,003
"1999";-98,002
"2000";-98,001
"2001";-98
"2002";-97,999
"2003";-97,998
"2004";-97,997
"2005";-97,996
"2006";-97,995
"2007";-97,994
"2008";-97,993
"2009";-97,992
"2010";-97,991
"2011";-97,99
"2012";-97,989
"2013";-97,988
"2014";-97,987
"2015";-97,986
"2016";-97,985
"2017";-97,984
"2018";-97,983
"2019";-97,982
"2020";-97,981
"2021";-97,98
"2022";-97,979
"2023";-97,978
"2024";-97,977
"2025";-97,976
"2026";-97,975
"2027";-97,974
"2028";-97,973
"2029";-97,972
"2030";-97,971
"2031";-97,97
"2032";-97,969
"2033";-97,968
"2034";-97,967
"2035";-97,966
"2036";-97,965
"2037";-97,964
"2038";-97,963
"2039";-97,962
"2040";-97,961
"2041";-97,96
"2042";-97,959
"2043";-97,958
"2044";-97,957
"2045";-97,956
"2046";-97,955
"2047";-97,954
"2048";-97,953
"2049";-97,952
"2050";-97,951
"2051";-97,95
"2052";-97,949
"2053";-97,948
"2054";-97,947
"2055";-97,946
"2056";-97,945
"2057";-97,944
"2058";-97,943
"2059";-97,942
"2060";-97,941
"2061";-97,94
"2062";-97,939
"2063";-97,938
"2064";-97,937
"2065";-97,936
"2066";-97,935
"2067";-97,934
"2068";-97,933
"2069";-97,932
"2070";-97,931
"2071";-97,93
"2072";-97,929
"2073";-97,928
"2074";-97,927
"2075";-97,926
"2076";-97,925
"2077";-97,924
"2078";-97,923
"2079";-97,922
"2080";-97,921
"2081";-97,92
"2082";-97,919
"2083";-97,918
"2084";-97,917
"2085";-97,916
"2086";-97,915
"2087";-97,914
"2088";-97,913
"2089";-97,912
"2090";-97,911
"2091";-97,91
"2092";-97,909
"2093";-97,908
"2094";-97,907
"2095";-97,906
"2096";-97,905
"2097";-97,904
"2098";-97,903
"2099";-97,902
"2100";-97,901
"2101";-97,9
"2102";-97,899
"2103";-97,898
"2104";-97,897
"2105";-97,896
"2106";-97,895
"2107";-97,894
"2108";-97,893
"2109";-97,892
"2110";-97,891
"2111";-97,89
"2112";-97,889
"2113";-97,888
"2114";-97,887
"2115";-97,886
"2116";-97,885
"2117";-97,884
"2118";-97,883
"2119";-97,882
"2120";-97,881
"2121";-97,88
"2122";-97,879
"2123";-97,878
"2124";-97,877
"2125";-97,876
"2126";-97,875
"2127";-97,874
"2128";-97,873
"2129";-97,872
"2130";-97,871
"2131";-97,87
"2132";-97,869
"2133";-97,868
"2134";-97,867
"2135";-97,866
"2136";-97,865
"2137";-97,864
"2138";-97,863
"2139";-97,862
"2140";-97,861
"2141";-97,86
"2142";-97,859
"2143";-97,858
"2144";-97,857
"2145";-97,856
"2146";-97,855
"2147";-97,854
"2148";-97,853
"2149";-97,852
"2150";-97,851
"2151";-97,85
"2152";-97,849
"2153";-97,848
"2154";-97,847
"2155";-97,846
"2156";-97,845
"2157";-97,844
"2158";-97,843
"2159";-97,842
"2160";-97,841
"2161";-97,84
"2162";-97,839
"2163";-97,838
"2164";-97,837
"2165";-97,836
"2166";-97,835
"2167";-97,834
"2168";-97,833
"2169";-97,832
"2170";-97,831
"2171";-97,83
"2172";-97,829
"2173";-97,828
"2174";-97,827
"2175";-97,826
"2176";-97,825
"2177";-97,824
"2178";-97,823
"2179";-97,822
"2180";-97,821
"2181";-97,82
"2182";-97,819
"2183";-97,818
"2184";-97,817
"2185";-97,816
"2186";-97,815
"2187";-97,814
"2188";-97,813
"2189";-97,812
"2190";-97,811
"2191";-97,81
"2192";-97,809
"2193";-97,808
"2194";-97,807
"2195";-97,806
"2196";-97,805
"2197";-97,804
"2198";-97,803
"2199";-97,802
"2200";-97,801
"2201";-97,8
"2202";-97,799
"2203";-97,798
"2204";-97,797
"2205";-97,796
"2206";-97,795
"2207";-97,794
"2208";-97,793
"2209";-97,792
"2210";-97,791
"2211";-97,79
"2212";-97,789
"2213";-97,788
"2214";-97,787
"2215";-97,786
"2216";-97,785
"2217";-97,784
"2218";-97,783
"2219";-97,782
"2220";-97,781
"2221";-97,78
"2222";-97,779
"2223";-97,778
"2224";-97,777
"2225";-97,776
"2226";-97,775
"2227";-97,774
"2228";-97,773
"2229";-97,772
"2230";-97,771
"2231";-97,77
"2232";-97,769
"2233";-97,768
"2234";-97,767
"2235";-97,766
"2236";-97,765
"2237";-97,764
"2238";-97,763
"2239";-97,762
"2240";-97,761
"2241";-97,76
"2242";-97,759
"2243";-97,758
"2244";-97,757
"2245";-97,756
"2246";-97,755
"2247";-97,754
"2248";-97,753
"2249";-97,752
"2250";-97,751
"2251";-97,75
"2252";-97,749
"2253";-97,748
"2254";-97,747
"2255";-97,746
"2256";-97,745
"2257";-97,744
"2258";-97,743
"2259";-97,742
"2260";-97,741
"2261";-97,74
"2262";-97,739
"2263";-97,738
"2264";-97,737
"2265";-97,736
"2266";-97,735
"2267";-97,734
"2268";-97,733
"2269";-97,732
"2270";-97,731
"2271";-97,73
"2272";-97,729
"2273";-97,728
"2274";-97,727
"2275";-97,726
"2276";-97,725
"2277";-97,724
"2278";-97,723
"2279";-97,722
"2280";-97,721
"2281";-97,72
"2282";-97,719
"2283";-97,718
"2284";-97,717
"2285";-97,716
"2286";-97,715
"2287";-97,714
"2288";-97,713
"2289";-97,712
"2290";-97,711
"2291";-97,71
"2292";-97,709
"2293";-97,708
"2294";-97,707
"2295";-97,706
"2296";-97,705
"2297";-97,704
"2298";-97,703
"2299";-97,702
"2300";-97,701
"2301";-97,7
"2302";-97,699
"2303";-97,698
"2304";-97,697
"2305";-97,696
"2306";-97,695
"2307";-97,694
"2308";-97,693
"2309";-97,692
"2310";-97,691
"2311";-97,69
"2312";-97,689
"2313";-97,688
"2314";-97,687
"2315";-97,686
"2316";-97,685
"2317";-97,684
"2318";-97,683
"2319";-97,682
"2320";-97,681
"2321";-97,68
"2322";-97,679
"2323";-97,678
"2324";-97,677
"2325";-97,676
"2326";-97,675
"2327";-97,674
"2328";-97,673
"2329";-97,672
"2330";-97,671
"2331";-97,67
"2332";-97,669
"2333";-97,668
"2334";-97,667
"2335";-97,666
"2336";-97,665
"2337";-97,664
"2338";-97,663
"2339";-97,662
"2340";-97,661
"2341";-97,66
"2342";-97,659
"2343";-97,658
"2344";-97,657
"2345";-97,656
"2346";-97,655
"2347";-97,654
"2348";-97,653
"2349";-97,652
"2350";-97,651
"2351";-97,65
"2352";-97,649
"2353";-97,648
"2354";-97,647
"2355";-97,646
"2356";-97,645
"2357";-97,644
"2358";-97,643
"2359";-97,642
"2360";-97,641
"2361";-97,64
"2362";-97,639
"2363";-97,638
"2364";-97,637
"2365";-97,636
"2366";-97,635
"2367";-97,634
"2368";-97,633
"2369";-97,632
"2370";-97,631
"2371";-97,63
"2372";-97,629
"2373";-97,628
"2374";-97,627
"2375";-97,626
"2376";-97,625
"2377";-97,624
"2378";-97,623
"2379";-97,622
"2380";-97,621
"2381";-97,62
"2382";-97,619
"2383";-97,618
"2384";-97,617
"2385";-97,616
"2386";-97,615
"2387";-97,614
"2388";-97,613
"2389";-97,612
"2390";-97,611
"2391";-97,61
"2392";-97,609
"2393";-97,608
"2394";-97,607
"2395";-97,606
"2396";-97,605
"2397";-97,604
"2398";-97,603
"2399";-97,602
"2400";-97,601
"2401";-97,6
"2402";-97,599
"2403";-97,598
"2404";-97,597
"2405";-97,596
"2406";-97,595
"2407";-97,594
"2408";-97,593
"2409";-97,592
"2410";-97,591
"2411";-97,59
"2412";-97,589
"2413";-97,588
"2414";-97,587
"2415";-97,586
"2416";-97,585
"2417";-97,584
"2418";-97,583
"2419";-97,582
"2420";-97,581
"2421";-97,58
"2422";-97,579
"2423";-97,578
"2424";-97,577
"2425";-97,576
"2426";-97,575
"2427";-97,574
"2428";-97,573
"2429";-97,572
"2430";-97,571
"2431";-97,57
"2432";-97,569
"2433";-97,568
"2434";-97,567
"2435";-97,566
"2436";-97,565
"2437";-97,564
"2438";-97,563
"2439";-97,562
"2440";-97,561
"2441";-97,56
"2442";-97,559
"2443";-97,558
"2444";-97,557
"2445";-97,556
"2446";-97,555
"2447";-97,554
"2448";-97,553
"2449";-97,552
"2450";-97,551
"2451";-97,55
"2452";-97,549
"2453";-97,548
"2454";-97,547
"2455";-97,546
"2456";-97,545
"2457";-97,544
"2458";-97,543
"2459";-97,542
"2460";-97,541
"2461";-97,54
"2462";-97,539
"2463";-97,538
"2464";-97,537
"2465";-97,536
"2466";-97,535
"2467";-97,534
"2468";-97,533
"2469";-97,532
"2470";-97,531
"2471";-97,53
"2472";-97,529
"2473";-97,528
"2474";-97,527
"2475";-97,526
"2476";-97,525
"2477";-97,524
"2478";-97,523
"2479";-97,522
"2480";-97,521
"2481";-97,52
"2482";-97,519
"2483";-97,518
"2484";-97,517
"2485";-97,516
"2486";-97,515
"2487";-97,514
"2488";-97,513
"2489";-97,512
"2490";-97,511
"2491";-97,51
"2492";-97,509
"2493";-97,508
"2494";-97,507
"2495";-97,506
"2496";-97,505
"2497";-97,504
"2498";-97,503
"2499";-97,502
"2500";-97,501
"2501";-97,5
"2502";-97,499
"2503";-97,498
"2504";-97,497
"2505";-97,496
"2506";-97,495
"2507";-97,494
"2508";-97,493
"2509";-97,492
"2510";-97,491
"2511";-97,49
"2512";-97,489
"2513";-97,488
"2514";-97,487
"2515";-97,486
"2516";-97,485
"2517";-97,484
"2518";-97,483
"2519";-97,482
"2520";-97,481
"2521";-97,48
"2522";-97,479
"2523";-97,478
"2524";-97,477
"2525";-97,476
"2526";-97,475
"2527";-97,474
"2528";-97,473
"2529";-97,472
"2530";-97,471
"2531";-97,47
"2532";-97,469
"2533";-97,468
"2534";-97,467
"2535";-97,466
"2536";-97,465
"2537";-97,464
"2538";-97,463
"2539";-97,462
"2540";-97,461
"2541";-97,46
"2542";-97,459
"2543";-97,458
"2544";-97,457
"2545";-97,456
"2546";-97,455
"2547";-97,454
"2548";-97,453
"2549";-97,452
"2550";-97,451
"2551";-97,45
"2552";-97,449
"2553";-97,448
"2554";-97,447
"2555";-97,446
"2556";-97,445
"2557";-97,444
"2558";-97,443
"2559";-97,442
"2560";-97,441
"2561";-97,44
"2562";-97,439
"2563";-97,438
"2564";-97,437
"2565";-97,436
"2566";-97,435
"2567";-97,434
"2568";-97,433
"2569";-97,432
"2570";-97,431
"2571";-97,43
"2572";-97,429
"2573";-97,428
"2574";-97,427
"2575";-97,426
"2576";-97,425
"2577";-97,424
"2578";-97,423
"2579";-97,422
"2580";-97,421
"2581";-97,42
"2582";-97,419
"2583";-97,418
"2584";-97,417
"2585";-97,416
"2586";-97,415
"2587";-97,414
"2588";-97,413
"2589";-97,412
"2590";-97,411
"2591";-97,41
"2592";-97,409
"2593";-97,408
"2594";-97,407
"2595";-97,406
"2596";-97,405
"2597";-97,404
"2598";-97,403
"2599";-97,402
"2600";-97,401
"2601";-97,4
"2602";-97,399
"2603";-97,398
"2604";-97,397
"2605";-97,396
"2606";-97,395
"2607";-97,394
"2608";-97,393
"2609";-97,392
"2610";-97,391
"2611";-97,39
"2612";-97,389
"2613";-97,388
"2614";-97,387
"2615";-97,386
"2616";-97,385
"2617";-97,384
"2618";-97,383
"2619";-97,382
"2620";-97,381
"2621";-97,38
"2622";-97,379
"2623";-97,378
"2624";-97,377
"2625";-97,376
"2626";-97,375
"2627";-97,374
"2628";-97,373
"2629";-97,372
"2630";-97,371
"2631";-97,37
"2632";-97,369
"2633";-97,368
"2634";-97,367
"2635";-97,366
"2636";-97,365
"2637";-97,364
"2638";-97,363
"2639";-97,362
"2640";-97,361
"2641";-97,36
"2642";-97,359
"2643";-97,358
"2644";-97,357
"2645";-97,356
"2646";-97,355
"2647";-97,354
"2648";-97,353
"2649";-97,352
"2650";-97,351
"2651";-97,35
"2652";-97,349
"2653";-97,348
"2654";-97,347
"2655";-97,346
"2656";-97,345
"2657";-97,344
"2658";-97,343
"2659";-97,342
"2660";-97,341
"2661";-97,34
"2662";-97,339
"2663";-97,338
"2664";-97,337
"2665";-97,336
"2666";-97,335
"2667";-97,334
"2668";-97,333
"2669";-97,332
"2670";-97,331
"2671";-97,33
"2672";-97,329
"2673";-97,328
"2674";-97,327
"2675";-97,326
"2676";-97,325
"2677";-97,324
"2678";-97,323
"2679";-97,322
"2680";-97,321
"2681";-97,32
"2682";-97,319
"2683";-97,318
"2684";-97,317
"2685";-97,316
"2686";-97,315
"2687";-97,314
"2688";-97,313
"2689";-97,312
"2690";-97,311
"2691";-97,31
"2692";-97,309
"2693";-97,308
"2694";-97,307
"2695";-97,306
"2696";-97,305
"2697";-97,304
"2698";-97,303
"2699";-97,302
"2700";-97,301
"2701";-97,3
"2702";-97,299
"2703";-97,298
"2704";-97,297
"2705";-97,296
"2706";-97,295
"2707";-97,294
"2708";-97,293
"2709";-97,292
"2710";-97,291
"2711";-97,29
"2712";-97,289
"2713";-97,288
"2714";-97,287
"2715";-97,286
"2716";-97,285
"2717";-97,284
"2718";-97,283
"2719";-97,282
"2720";-97,281
"2721";-97,28
"2722";-97,279
"2723";-97,278
"2724";-97,277
"2725";-97,276
"2726";-97,275
"2727";-97,274
"2728";-97,273
"2729";-97,272
"2730";-97,271
"2731";-97,27
"2732";-97,269
"2733";-97,268
"2734";-97,267
"2735";-97,266
"2736";-97,265
"2737";-97,264
"2738";-97,263
"2739";-97,262
"2740";-97,261
"2741";-97,26
"2742";-97,259
"2743";-97,258
"2744";-97,257
"2745";-97,256
"2746";-97,255
"2747";-97,254
"2748";-97,253
"2749";-97,252
"2750";-97,251
"2751";-97,25
"2752";-97,249
"2753";-97,248
"2754";-97,247
"2755";-97,246
"2756";-97,245
"2757";-97,244
"2758";-97,243
"2759";-97,242
"2760";-97,241
"2761";-97,24
"2762";-97,239
"2763";-97,238
"2764";-97,237
"2765";-97,236
"2766";-97,235
"2767";-97,234
"2768";-97,233
"2769";-97,232
"2770";-97,231
"2771";-97,23
"2772";-97,229
"2773";-97,228
"2774";-97,227
"2775";-97,226
"2776";-97,225
"2777";-97,224
"2778";-97,223
"2779";-97,222
"2780";-97,221
"2781";-97,22
"2782";-97,219
"2783";-97,218
"2784";-97,217
"2785";-97,216
"2786";-97,215
"2787";-97,214
"2788";-97,213
"2789";-97,212
"2790";-97,211
"2791";-97,21
"2792";-97,209
"2793";-97,208
"2794";-97,207
"2795";-97,206
"2796";-97,205
"2797";-97,204
"2798";-97,203
"2799";-97,202
"2800";-97,201
"2801";-97,2
"2802";-97,199
"2803";-97,198
"2804";-97,197
"2805";-97,196
"2806";-97,195
"2807";-97,194
"2808";-97,193
"2809";-97,192
"2810";-97,191
"2811";-97,19
"2812";-97,189
"2813";-97,188
"2814";-97,187
"2815";-97,186
"2816";-97,185
"2817";-97,184
"2818";-97,183
"2819";-97,182
"2820";-97,181
"2821";-97,18
"2822";-97,179
"2823";-97,178
"2824";-97,177
"2825";-97,176
"2826";-97,175
"2827";-97,174
"2828";-97,173
"2829";-97,172
"2830";-97,171
"2831";-97,17
"2832";-97,169
"2833";-97,168
"2834";-97,167
"2835";-97,166
"2836";-97,165
"2837";-97,164
"2838";-97,163
"2839";-97,162
"2840";-97,161
"2841";-97,16
"2842";-97,159
"2843";-97,158
"2844";-97,157
"2845";-97,156
"2846";-97,155
"2847";-97,154
"2848";-97,153
"2849";-97,152
"2850";-97,151
"2851";-97,15
"2852";-97,149
"2853";-97,148
"2854";-97,147
"2855";-97,146
"2856";-97,145
"2857";-97,144
"2858";-97,143
"2859";-97,142
"2860";-97,141
"2861";-97,14
"2862";-97,139
"2863";-97,138
"2864";-97,137
"2865";-97,136
"2866";-97,135
"2867";-97,134
"2868";-97,133
"2869";-97,132
"2870";-97,131
"2871";-97,13
"2872";-97,129
"2873";-97,128
"2874";-97,127
"2875";-97,126
"2876";-97,125
"2877";-97,124
"2878";-97,123
"2879";-97,122
"2880";-97,121
"2881";-97,12
"2882";-97,119
"2883";-97,118
"2884";-97,117
"2885";-97,116
"2886";-97,115
"2887";-97,114
"2888";-97,113
"2889";-97,112
"2890";-97,111
"2891";-97,11
"2892";-97,109
"2893";-97,108
"2894";-97,107
"2895";-97,106
"2896";-97,105
"2897";-97,104
"2898";-97,103
"2899";-97,102
"2900";-97,101
"2901";-97,1
"2902";-97,099
"2903";-97,098
"2904";-97,097
"2905";-97,096
"2906";-97,095
"2907";-97,094
"2908";-97,093
"2909";-97,092
"2910";-97,091
"2911";-97,09
"2912";-97,089
"2913";-97,088
"2914";-97,087
"2915";-97,086
"2916";-97,085
"2917";-97,084
"2918";-97,083
"2919";-97,082
"2920";-97,081
"2921";-97,08
"2922";-97,079
"2923";-97,078
"2924";-97,077
"2925";-97,076
"2926";-97,075
"2927";-97,074
"2928";-97,073
"2929";-97,072
"2930";-97,071
"2931";-97,07
"2932";-97,069
"2933";-97,068
"2934";-97,067
"2935";-97,066
"2936";-97,065
"2937";-97,064
"2938";-97,063
"2939";-97,062
"2940";-97,061
"2941";-97,06
"2942";-97,059
"2943";-97,058
"2944";-97,057
"2945";-97,056
"2946";-97,055
"2947";-97,054
"2948";-97,053
"2949";-97,052
"2950";-97,051
"2951";-97,05
"2952";-97,049
"2953";-97,048
"2954";-97,047
"2955";-97,046
"2956";-97,045
"2957";-97,044
"2958";-97,043
"2959";-97,042
"2960";-97,041
"2961";-97,04
"2962";-97,039
"2963";-97,038
"2964";-97,037
"2965";-97,036
"2966";-97,035
"2967";-97,034
"2968";-97,033
"2969";-97,032
"2970";-97,031
"2971";-97,03
"2972";-97,029
"2973";-97,028
"2974";-97,027
"2975";-97,026
"2976";-97,025
"2977";-97,024
"2978";-97,023
"2979";-97,022
"2980";-97,021
"2981";-97,02
"2982";-97,019
"2983";-97,018
"2984";-97,017
"2985";-97,016
"2986";-97,015
"2987";-97,014
"2988";-97,013
"2989";-97,012
"2990";-97,011
"2991";-97,01
"2992";-97,009
"2993";-97,008
"2994";-97,007
"2995";-97,006
"2996";-97,005
"2997";-97,004
"2998";-97,003
"2999";-97,002
"3000";-97,001
"3001";-97
"3002";-96,999
"3003";-96,998
"3004";-96,997
"3005";-96,996
"3006";-96,995
"3007";-96,994
"3008";-96,993
"3009";-96,992
"3010";-96,991
"3011";-96,99
"3012";-96,989
"3013";-96,988
"3014";-96,987
"3015";-96,986
"3016";-96,985
"3017";-96,984
"3018";-96,983
"3019";-96,982
"3020";-96,981
"3021";-96,98
"3022";-96,979
"3023";-96,978
"3024";-96,977
"3025";-96,976
"3026";-96,975
"3027";-96,974
"3028";-96,973
"3029";-96,972
"3030";-96,971
"3031";-96,97
"3032";-96,969
"3033";-96,968
"3034";-96,967
"3035";-96,966
"3036";-96,965
"3037";-96,964
"3038";-96,963
"3039";-96,962
"3040";-96,961
"3041";-96,96
"3042";-96,959
"3043";-96,958
"3044";-96,957
"3045";-96,956
"3046";-96,955
"3047";-96,954
"3048";-96,953
"3049";-96,952
"3050";-96,951
"3051";-96,95
"3052";-96,949
"3053";-96,948
"3054";-96,947
"3055";-96,946
"3056";-96,945
"3057";-96,944
"3058";-96,943
"3059";-96,942
"3060";-96,941
"3061";-96,94
"3062";-96,939
"3063";-96,938
"3064";-96,937
"3065";-96,936
"3066";-96,935
"3067";-96,934
"3068";-96,933
"3069";-96,932
"3070";-96,931
"3071";-96,93
"3072";-96,929
"3073";-96,928
"3074";-96,927
"3075";-96,926
"3076";-96,925
"3077";-96,924
"3078";-96,923
"3079";-96,922
"3080";-96,921
"3081";-96,92
"3082";-96,919
"3083";-96,918
"3084";-96,917
"3085";-96,916
"3086";-96,915
"3087";-96,914
"3088";-96,913
"3089";-96,912
"3090";-96,911
"3091";-96,91
"3092";-96,909
"3093";-96,908
"3094";-96,907
"3095";-96,906
"3096";-96,905
"3097";-96,904
